"nama","kategori_usaha","kategori_grup","kecamatan","alamat","rating","rating_kategori","jumlah_ulasan","popularitas","skor_potensi","label_kelayakan","latitude","longitude","telepon","website","foto_url","keyword","tanggal"
"Yoshimana Ramen Bar (Wolter)","Restoran Ramen","Kuliner & Minuman","Mamajang","Jl. Monginsidi No.68, Maricaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90141",4.7,"Sangat Baik",238,"Populer",87.2,"Sangat Layak",-5.1485771,119.4212459,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjWIoe-A5KsShr5dblqMAFmkS0W1u6g3WAyx3uokbm0Nv_0XOc-sceBdtADm-nS37GbDer52vWGurClBRDOGk-WSZ2OLL-2NnDkUmjFTOvkXXGYMqxyQbDf-3j_a4CkrvSi6hW=w800-h600-k-no","japanese food Mamajang Makassar","2026-05-05"
"DBM (Dunia Belanja Murah)","Toko bahan makanan","Kuliner & Minuman","Mamajang","Jl. Pajonga Dg. Ngalle No.31, Pa'batong, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90125",4.4,"Baik",503,"Sangat Populer",87,"Sangat Layak",-5.1616376,119.4147674,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5b4LjJPXKMBq8kmHEsdSSAudH6UM03RpDCBsEqaW44BZ1wRWJKrlrS5Cp32F-GqVsarelIoOcEcbmO5EFV0U0izXFSXG3K_g829nBaVvFVuAyDKqx018ovp0D-kf9H7RYHcWxuA=w800-h600-k-no","supermarket Mamajang Makassar","2026-05-05"
"Miss Heo","Restoran Korea","Kuliner & Minuman","Mamajang","Business Park, Unit B5/05, Jl. Citraland Losari, Citraland Losari CPI, Panambungan, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90121",4.4,"Baik",496,"Populer",87,"Sangat Layak",-5.1492659,119.3978034,"0811-4175-852","missheo.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQXU6Li4U_cTB9VTIl8KUhooPxqt4-nEga8_vl7Xbr9jdeDMCiYCwYrT-_nO2Ymj89pNkQZmyNCwKccfsV4m8EqHqv83cvM9EpuQyuCBKpVq-HS0KJ5xvqew-LFNNjNwQdRVt7-g=w800-h600-k-no","korean food Mamajang Makassar","2026-05-05"
"Kios LiLi Irian","Restoran China","Kuliner & Minuman","Mamajang","Jl. Dr. Wahidin Sudirohusodo No.18, Pattunuang, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90174",4.6,"Sangat Baik",291,"Populer",86.9,"Sangat Layak",-5.1322415,119.4119765,"(0411) 3621875",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEL1DllOfTCA5LPAeQi-qCnZh0L-0f71gvhrgeI2Lo_Fy7j5KWe5OzdKaO6G4jBwUoZNfYzHGaDHIUPa7XiWFWCWIDbhXfOlvpGjo1KYTE7FbEZ7LpPocL_KyJj1vwkYsAHzibbHw=w800-h600-k-no","chinese food Mamajang Makassar","2026-05-05"
"Warung Pangkep Ratulangi","Restoran Sulawesi Selatan","Kuliner & Minuman","Mamajang","Jl. DR. Ratulangi No.228, Parang, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.4,"Baik",487,"Populer",86.8,"Sangat Layak",-5.165315,119.418881,"0813-4260-6700",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2YDevMFWBANcpj3i4kvWehQ-54fw-oVWgwkMQTKR4tN_zLimJrzg1vAI0l6MZc94RxVT0jxmI_Nphj6yaky0T3eSOAu9PfyalKOpctjiiAfu4NtoTU8pYSY1npPBjo7wh_UCK=w800-h600-k-no","konro Mamajang Makassar","2026-05-05"
"GRANDE Terang Bulan & Martabak - Lagaligo","Kafe","Kuliner & Minuman","Mamajang","Jl. Lagaligo No.28, Mangkura, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90114",4.4,"Baik",461,"Populer",86.5,"Sangat Layak",-5.1469133,119.4144686,"0851-0760-0889",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHk1ACszVn-yulgAdlQhMIoKORBJ-hCzOXx4Hzfv1fs0nJDGmu0-kEGdoNzAl4eptDIL_vUlBYSvjtK5DCoQ7tVLenXymog3wNIGTSSd26PR1S69Kz4URCAo9POEyeSLmzprnMRYA=w800-h600-k-no","martabak Mamajang Makassar","2026-05-05"
"MOMOYO ANDI DJEMMA","Toko Es Krim","Kuliner & Minuman","Mamajang","RCPF+J7X, Jl. Andi Djemma, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5,"Sangat Baik",96,"Cukup Dikenal",86.5,"Sangat Layak",-5.1634263,119.4233752,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAExnX9xPj6wwritv6o3aTiFeZwb8J1-Lb31u8AifcebQJT0pNU2hWo6G7g4cen6wO9AbQrd7DxS9XouXxUgpNUyE4eShORU_p6s5o_KUNg6cqdQTQQhwFHUmxCxaWA5mR5ZcGazUVf6N-Fh=w800-h600-k-no","dessert Mamajang Makassar","2026-05-05"
"Fajar Seafood Sawerigading MKS","Restoran Seafood","Kuliner & Minuman","Mamajang","Jl. Sawerigading No.1, Sawerigading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90115",4.8,"Sangat Baik",153,"Populer",86.2,"Sangat Layak",-5.1408248,119.4125408,"(0411) 2021133","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfhuuhV0oxvx5qriG9Gmh3JuIyvfAFzoMPyJa9SJwDn0B8Fu6eHWUSi_4F5Fxj4fLxW8Tj1KMlWApTtu2SSMl6Iln_UKUcmlWHaXpqvckSEYVCBNRBZtR2c5KPXQMTCpnE7enNbvgm0ReW=w800-h600-k-no","seafood Mamajang Makassar","2026-05-05"
"Pizza Ria Kafe Restaurant","Restoran Pizza","Kuliner & Minuman","Mamajang","Jl. Gunung Latimojong No.152, Pisang Sel., Kec. Makassar, Kota Makassar, Sulawesi Selatan 90114",4.3,"Baik",562,"Sangat Populer",86.2,"Sangat Layak",-5.1459198,119.4212159,"(0411) 3613575",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGtOE7gnrvipQBK0Hg099QQg_LLzN1Pf0FjFHoyCakPbayxuZtQ0KixkR8bc-GkesicNQbQCS6XlRToUppLfX0_hhFBFfbNzEFxuGbACu9A4fxYf6AaVBJ7QMq5ZFK8bz3ZZdA=w800-h600-k-no","pizza Mamajang Makassar","2026-05-05"
"Nasi Kuning Annahal Khas Gorontalo","Pengekspor makanan dan minuman","Kuliner & Minuman","Mamajang","Jl. Talasalapang V No.9, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 20221",4.8,"Sangat Baik",152,"Populer",86.1,"Sangat Layak",-5.1836407,119.4470734,"0811-4441-968",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkV9dbqygzsxHX9BYbC6EhYhkmZe3LuVQHR1bVxoHYUekqt9HSrLOVma-0oEVPfSYb2zzBadM5RUyD1oOodCBv9-JMqJ8WBVyJsQbiDd1LtzGiB0tfT0T0Vh3HPXSIjz_8A6uvpA=w800-h600-k-no","nasi kuning Mamajang Makassar","2026-05-05"
"Ayam Madu Bang Ali, Pasar Segar","Rumah Makan","Kuliner & Minuman","Mamajang","Pasar Segar, Jl. Pengayoman CT 10, Pandang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.8,"Sangat Baik",148,"Populer",86,"Sangat Layak",-5.1610674,119.44938,"0852-8144-2121",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxeTpx12xuP_FK1zcXXE0q0MctmcjpX2MCCScvaS5feo-j4ArznBRLutU5zzNxRdcAXUNr7CBIGb7ooDjo-wDmJWaulZoPIryJ50pH-DjXr9u4_ex-msqZPJyYubk9YdlPQwXO=w800-h600-k-no","ayam bakar Mamajang Makassar","2026-05-05"
"Bakso Toddopuli 2 Mas Gondrong","Restoran Bakso","Kuliner & Minuman","Mamajang","RCMX+PRX, Jl. Toddopuli II, Pandang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90222",4.5,"Sangat Baik",302,"Populer",85.6,"Sangat Layak",-5.1656272,119.4496074,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIZvFLxAsdaU5MuHupuLKsxhicM7UcbHU4Snz-or_zjnUEgu2IGNjqUK_--5sxKL3OhwiBIiLuQp4GnD-N6LggHiNOIL2p7WfPXm9kGGvEREoqTzSbDAeqH2fa5yJwA6bp1PRR=w800-h600-k-no","bakso Mamajang Makassar","2026-05-05"
"Roti Win","Toko Roti","Kuliner & Minuman","Mamajang","Jl. Lasinrang No.35, Mangkura, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90114",4.6,"Sangat Baik",234,"Populer",85.6,"Sangat Layak",-5.1465544,119.4143198,"0823-9380-0300",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtaKEtlGSgiasMZj5mXCCE1Lv0snTp5sCrf1QhGvoTRlHxrgEPyMGSNY6qir6BRvuyZgt33ocB4RgcNPoKfB1MpiT_wOyARhfjtBfw5ud_AfVW6PY5BD1PdHSWPGaHSayyyS6jJg=w800-h600-k-no","roti dan bakeri Mamajang Makassar","2026-05-05"
"Grande terang bulan martabak","Toko Roti","Kuliner & Minuman","Mamajang","Jl. Pelita Raya No.A5, RW.5, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4.6,"Sangat Baik",230,"Populer",85.5,"Sangat Layak",-5.1529254,119.4340579,"0811-449-095",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3ce2VN30RbQKzzCADR-Y7U2vh1LgwGnlACwr4_39X3kVD2r7ezai6ueZX30HLTkfRg_vsJJc3u6kLiAbs2QOHsJg4xzbmLnzFRlstYMPBp083C2R_8lSq8FR-Vq-wiQa7cyL4=w800-h600-k-no","martabak Mamajang Makassar","2026-05-05"
"Arma Cafe","Kafe","Kuliner & Minuman","Mamajang","Jl. Andi Djemma No.55, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90224",4.4,"Baik",381,"Populer",85.4,"Sangat Layak",NA,NA,"0821-9339-7878",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6RRmomuK6NmxcuYFYurvKWfrLb8TkcHjfXbc1XCA-4pvuLYeBJpn07qoQcOBiWciEk1CTPsR-qVsHkTDeL4271iy_u2mGfo6wrSLRFiII0ORbN4l_9Rr9yUnGgQyDicftlYEB=w800-h600-k-no","minuman kekinian Mamajang Makassar","2026-05-05"
"RM 17 Propinsi Masakan Padang","Restoran Padang","Kuliner & Minuman","Mamajang","Jl. Bau Mangga 3 No.15, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90222",4.4,"Baik",379,"Populer",85.4,"Sangat Layak",-5.1621406,119.4438866,"(0411) 861847",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHk3fGuQEjPOQ9PNfTgmZSruq0ylwdyKsjHTon1o2mLWrc-GIX1ZUnHIh9qpN99fBoCXgNhqvpE9mOvPJdtTzFG_VMjeJjq5LrIdEtVtjvRKImW4ZsqabICojM53bjPCOGMGcRs=w800-h600-k-no","rumah makan padang Mamajang Makassar","2026-05-05"
"Ayam Goreng Sulawesi Kancil","Restoran takeaway ayam goreng","Kuliner & Minuman","Mamajang","Jl. Kancil Tengah No.71, Labuang Baji, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.6,"Sangat Baik",221,"Populer",85.3,"Sangat Layak",-5.1600542,119.4178278,"(0411) 8056312",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2NZwfV8BmAjt-Yw-r_LN7aJL9mtwC-rYVBMbaNYlSusvW9RX2Qa2RuFvuPF25SWrgQhJJkg3ztfTFLNoefzVYOb8_du7FiFO-OUbEzHffdSEPfeFpepeu3UwZfV56LIj-hhaI=w800-h600-k-no","ayam bakar Mamajang Makassar","2026-05-05"
"Nucifera Cafe & Pastry","Kafe","Kuliner & Minuman","Mamajang","Jl. Serigala No.10-12, Mamajang Dalam, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.5,"Sangat Baik",288,"Populer",85.3,"Sangat Layak",-5.1568909,119.4218296,"0811-4266-888","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGk3C59u3PrA61gWZWxyyBO3keCTaeNf8yDkjGllBiTb2UA5vqt0BPOn6CyWgui7Y44K7oC4cCcAH9kNBHGUraXNIgQtHDeycT5Mn6ZA_Zr0m0K3_vFJmtTKD7Yn7GbuG_1ZtT1vQ0rpc=w800-h600-k-no","cafe Mamajang Makassar","2026-05-05"
"Sija Sawerigading","Kafe","Kuliner & Minuman","Mamajang","Jl. Sawerigading No.24, Sawerigading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90115",4.6,"Sangat Baik",213,"Populer",85.1,"Sangat Layak",-5.1407883,119.4139715,"0822-7112-1122",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEh_1RW-_F0NE-T3jodYRHHWIFcn3W4vBVDiyCmMxDiMFTqQEWZtnloYltj_Ytl8rqTNUHvc3JxqRFoYZ5Ji7ylggvk6majyjLTIwbla4MCdVqu0Y69rnqZKNDaBtQaYM7A8UaX=w800-h600-k-no","kedai kopi Mamajang Makassar","2026-05-05"
"Foodmart Supermarket","Toko bahan makanan","Kuliner & Minuman","Mamajang","Jl. Metro Tj. Bunga No.2, Panambungan, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90121",4.5,"Sangat Baik",263,"Populer",84.8,"Sangat Layak",NA,NA,"0823-4732-0535",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZp6LsD7JYknCluz58aA-YXgJsx6TBaCtspTEeBJydq5yk0EoBkv-GXp36kemcoZ3BM6Hod23qUq7NG_yaZZSOj3AAPrPGw5Br71UPwG4xQl4Fam3Vpo42Al0LN6PBVUIgA_po4w=w800-h600-k-no","minimarket Mamajang Makassar","2026-05-05"
"Bake And Pound","Toko Roti","Kuliner & Minuman","Mamajang","Jl. Onta Lama No.71, Mamajang Luar, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90135",4.9,"Sangat Baik",91,"Cukup Dikenal",84.7,"Sangat Layak",-5.1570503,119.4203887,"0819-3822-2125",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJuXmLzoy94suzTHNwirNG1IIhs5fKZF7avvWZrWaLMVVe7nVXYgJh5i8kXEsTW8D8G5QD79R_mEJu-oy9JLi0QESjlFaMJ2M5nx9utBMkw-wr4JrLjhYbtVs5750LWXZvvX5D=w800-h600-k-no","dessert Mamajang Makassar","2026-05-05"
"Eksposed 1.0 Coffee & Eatery","Kedai Kopi","Kuliner & Minuman","Mamajang","Jl. Singa No.11, Bonto Biraeng, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.4,"Baik",333,"Populer",84.6,"Sangat Layak",-5.1581185,119.4177902,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1rek5y_kZiDla4Ndpt-OoA7ebwJRe7AROdAGFV6G1K9DZEak_HpF3dOoYc2a1qdfzX4h5WD2pV8YNtj-vi90D1MMW5t92ZXDLH3gahmYjs0RIPO2JkHmmUgA16nJaY99D2HNO=w800-h600-k-no","cafe Mamajang Makassar","2026-05-05"
"Nasi Kuning Ibu Ati","Kafe","Kuliner & Minuman","Mamajang","Jl. Abubakar Lambogo No.3, Bara-Baraya Sel., Kec. Makassar, Kota Makassar, Sulawesi Selatan 90222",4.5,"Sangat Baik",254,"Populer",84.6,"Sangat Layak",-5.1471039,119.4307204,"0813-5577-0977",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6UEqx4ZKrbfYk_oCNb5Z9D4uYIa-0E9OIjoCYn8gROtR-rjiuxOUa7yQow_6juBUPmNDdZkfrkaCGgWzlCpbjRxqPzk__vfutpG6xxg79QTy_HDR8g04fBO6s0x-DA58qqgUl=w800-h600-k-no","nasi kuning Mamajang Makassar","2026-05-05"
"Warung tunjuk Tunjuk pak sam","Restoran","Kuliner & Minuman","Mamajang","Jl. Opu Daeng Risadju No.381, Karang Anyar, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90126",4.6,"Sangat Baik",190,"Populer",84.4,"Sangat Layak",-5.1765484,119.4099779,"0823-4784-1155",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFG0Q_l1ba7K4HF-sNkdanc1E85i6ZaoZtFj1PYH7pBc_Qc1cy1eZKrq3aXg5WKQjvirWA4PRennubSxMKRB8ckhTPSiRKgsLUMNzTATTcRrhULwb9L8u38KLYYVY7BJYov8dwd=w800-h600-k-no","warteg Mamajang Makassar","2026-05-05"
"Moko Burger Panakkukang","Restoran Hamburger","Kuliner & Minuman","Mamajang","Samping Laundry Pingkan, Jalan Adhyaksa Baru Ruko Zamrud II Blok J No 2, Masale, Panakkukang, Makassar City, South Sulawesi 90231",4.7,"Sangat Baik",141,"Populer",84.2,"Sangat Layak",-5.1562101,119.4474696,"0812-4135-7396",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG50KW49oprzy-aPuoY6abGOCg79VUYjvDsMqUu6tzK_vomIiTYduiWAXtZ9UGFat6xRoM8OUd9FfAxBmJUAH4X7_SPuwle_lrjXd-w-30cmqeNJZScVRckEpsOAb5tfjqcJmRCm6RabVM=w800-h600-k-no","burger Mamajang Makassar","2026-05-05"
"Senara Coffee & Kitchen","Kedai Kopi","Kuliner & Minuman","Mamajang","Jl. Macan No.10, Labuang Baji, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.6,"Sangat Baik",184,"Populer",84.2,"Sangat Layak",-5.1558253,119.4189676,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsUms5j25Tx6hDw3zpNSKvAqjmtzREPrRThwePMyU_4y_v73aAI99G6NX5d_N8BHfrxSk51cMCGFvVUzA5Y8eIhJEgMKU_MCCsXsE7VVEMBfQcyReHxdu8_jPHfSHbMoSVVzU=w800-h600-k-no","coffee shop Mamajang Makassar","2026-05-05"
"WIRSKOPI 2.0","Kedai Kopi","Kuliner & Minuman","Mamajang","Jl. Macan No.10, Labuang Baji, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.6,"Sangat Baik",184,"Populer",84.2,"Sangat Layak",-5.1602154,119.4185717,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsUms5j25Tx6hDw3zpNSKvAqjmtzREPrRThwePMyU_4y_v73aAI99G6NX5d_N8BHfrxSk51cMCGFvVUzA5Y8eIhJEgMKU_MCCsXsE7VVEMBfQcyReHxdu8_jPHfSHbMoSVVzU=w800-h600-k-no","cafe Mamajang Makassar","2026-05-05"
"Resto Seafood King Fish","Restoran Seafood","Kuliner & Minuman","Mamajang","Jl. Bau Mangga No.10, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90222",4.6,"Sangat Baik",169,"Populer",83.7,"Sangat Layak",-5.1613173,119.4441628,"0812-2224-4155",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7T--By_cyqUeAKpVbm0qEXQQuG0kr63g_dmdh0jmjMlYP_PTcoXDmjs0dOxYZ76iJyT1_2HKyFHRIrKS4M9Q0ozHd9eoX8lzd0lt1ducYjwBUSYdYLPLG53MN505OIyLFxXvj=w800-h600-k-no","seafood Mamajang Makassar","2026-05-05"
"Rumah makan bone tamparang","Restoran Masakan Ayam","Kuliner & Minuman","Mamajang","Jl. Daeng Tata Raya No.82 A, Parang Tambung, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90224",4.1,"Baik",611,"Sangat Populer",83.7,"Sangat Layak",-5.18659,119.4252739,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnsQLKCeQ5wQxWeGxIQL6gjBOoPszSqUb7SPW8oGUp0O8825e0eKTOvvyLvSstA1BPbDmJfiSJTic0eK_RdIqTAy-dQRnT-PVAmdSfpdn3us2qqvQJi880wDfUoKmcee-dExZb=w800-h600-k-no","warung makan Mamajang Makassar","2026-05-05"
"Cspot Ice Makassar","Toko Es Krim","Kuliner & Minuman","Mamajang","Jl. Maccini Raya Jl. Urip Sumoharjo No.172, Sinrijala, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.4,"Baik",280,"Populer",83.6,"Sangat Layak",-5.1379166,119.4420166,"0811-4222-927",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhGHGdnEnoyrhVWdIcCMpSyrX3RubQm2YOq2QY6M6VGjt5YOfQ1kK6o27_Mx3J1xSX63J3WN_VmX0B_w5FwrUS47nTtHnrVI5S2D0vy-ju1L4MY9rzBJDcyRuZ6JrXaMlGnFxXQg=w800-h600-k-no","es krim Mamajang Makassar","2026-05-05"
"RM 17 Provinsi","Restoran Padang","Kuliner & Minuman","Mamajang","Jalan Sungai Saddang Lama No. 86 Kelurahan Maradekaya, Maricaya Baru, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90141",4.4,"Baik",280,"Populer",83.6,"Sangat Layak",-5.162007,119.4170555,"0853-9781-8681","instabio.cc","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNo_y03EhIUe954qsJJkLavN2SHgMKhyBlO0Www2QIKKB898L0IjAZySrUrVC-dA3tdPeyDrLS2_xgqKB37n78XRWNc-l7_127V0PVItIoQAGUB-vG8FP12wNKTqODayNYmrDn=w800-h600-k-no","rumah makan padang Mamajang Makassar","2026-05-05"
"CAFE KKUM BAKES","Kafe","Kuliner & Minuman","Mamajang","Jl. Serigala No.106, Mamajang Dalam, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.7,"Sangat Baik",125,"Populer",83.5,"Sangat Layak",-5.1628762,119.4204392,"0852-7888-8197","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcaDUbjog1HUyYzHvLA8cFDv4drQjs26YgY5dG8HV0ShnFUzL1seAw5T8kn6XjJiAdqEDL4OVMmgLfHXF-y9cXiorIrVaB7virwoom8oQ9uNTaXntwNO7j-PqGcaFyi02J9zhM=w800-h600-k-no","minuman kekinian Mamajang Makassar","2026-05-05"
"Kakkk Ayam Geprek","Restoran Masakan Ayam","Kuliner & Minuman","Mamajang","Jl. Andi Mangerangi Graduate Program Stiem Bongya, Bongaya, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90223",4.5,"Sangat Baik",210,"Populer",83.5,"Sangat Layak",NA,NA,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-lrZTrHcW1NqMPa0lRnWw6zHOHscHGmAbPDLQvtfxrKX1536q4koQQMc24fuE-ocs682Ks1AS78-RuLNVgIpjR_HI8j5Mt0BGopUjr0lXXLvUSzG98SQlODAAsgRDuh7vfMSyEQ=w800-h600-k-no","ayam geprek Mamajang Makassar","2026-05-05"
"Dj Donut & The Goods","Toko Roti","Kuliner & Minuman","Mamajang","Jl. Letjen Hertasning No.88h, Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4.5,"Sangat Baik",206,"Populer",83.4,"Sangat Layak",-5.1629393,119.4440681,"(0411) 4671593",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-k9ef4u3sAu-eSecFjq62_yHmeRv47Pxln0QxZA2LjqGwi4pOPGr8lySnEmCQvza10D-iEvOL0ZYtVt7cwSMpZOwF7r-gY3Cb8dlRnap7XRqkiqUV18FKJPdKSsD9_eQyACoE=w800-h600-k-no","donat Mamajang Makassar","2026-05-05"
"Juice For Fun","Kedai Jus","Kuliner & Minuman","Mamajang","Jl. Onta Baru No.93, Mandala, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90135",5,"Sangat Baik",55,"Cukup Dikenal",83.3,"Sangat Layak",-5.1561579,119.422336,"0813-5406-9917",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFD9nKkzzM5dV5nGUh68F1GmnjWW1Zg5djRJP_aF7MPux4fVxdc-xqoqVNSIbvhuIuchSKs2kzsRjYGKmuZIyZKoBOL2_oje1OxLzu7QdBD_C8G9tedF7WR4v-Z8PzFH4rrqM_z=w800-h600-k-no","jus buah Mamajang Makassar","2026-05-05"
"NASI KUNING AMBON NONA MANISE","Restoran Indonesia","Kuliner & Minuman","Mamajang","Jl. Tj. Palette No.2a, Sambung Jawa, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90134",5,"Sangat Baik",53,"Cukup Dikenal",83.1,"Sangat Layak",-5.1713601,119.4064559,"0858-4135-0870",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAETugzp8g6L8xdFQ7DotjDvpsiv-jNm5ecju3OXqCMAI7CaKqk7BaTi92iKA9mUeC-1zntZ4HEzLHNkhl_fFjQPv0hwC-PzpB-f0ZqJKImBRK01nsc9BaUtP-s7NxAK80iZonox=w800-h600-k-no","nasi kuning Mamajang Makassar","2026-05-05"
"Rumah Makan Padang Pusako Minang","Restoran Padang","Kuliner & Minuman","Mamajang","Jl. Jipang Raya No.19, Karunrung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4.5,"Sangat Baik",195,"Populer",83.1,"Sangat Layak",-5.180387,119.4503385,"0813-4199-2641","r.grab.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGbVIS9m4ZCDi64ZUZWMyHjTzm6ZryZKTtT3mVJ6UbR_IuDg9eBSmKUOJT6C1a-_R04FiHOVyiDBOpmJFkigWGP7ZNmKDpmZ_OFDJHz3eP_kl5vudLXW6YWwflsQHZ9igZS3gbVrA=w800-h600-k-no","rumah makan padang Mamajang Makassar","2026-05-05"
"Menantea","Kedai Sarapan & Makan Siang","Kuliner & Minuman","Mamajang","Jl. DR. Ratulangi No.165, Parang, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.8,"Sangat Baik",88,"Cukup Dikenal",83,"Sangat Layak",NA,NA,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyHl96KvZR5gINQlVmkfhe_mmLD5DvUNwPgREiPl302-fWDAi3t_x3Q_Z2G9UqI_KXQQb3e9m5Pwl9FSi2cMvZSLlNUym3kg1bZku5wtSKGM_XBRpe_kTqhwryj5upowRPFtwWNw=w800-h600-k-no","restoran Mamajang Makassar","2026-05-05"
"Gudang Rasa Martabak Terang Bulan","Restoran","Kuliner & Minuman","Mamajang","Jl. Andi Mappaodang No.114, Balang Baru, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90223",4.6,"Sangat Baik",147,"Populer",82.9,"Sangat Layak",NA,NA,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGS5_jftlIlVjFAu6XVgM9UZB1WykxYSubT6kbvW6Rd7UA_6CVZRW71dImll2A2AgrexeFo5emZgDmUwnnBEiAwQyVN2BjdKqnUD0S1WegiT_eykOmGuli57kBENyeLRg6AtQazLw=w800-h600-k-no","martabak Mamajang Makassar","2026-05-05"
"Ayam Geprek Moms Meli","Restoran Masakan Ayam","Kuliner & Minuman","Mamajang","No 9 Perumahan Town House, Jl. Klp. Tiga, Balla Parang, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4.7,"Sangat Baik",102,"Populer",82.3,"Sangat Layak",-5.146626,119.432405,"0852-9995-9395",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLxOIx6P80b9vwNIb9NMNoEeDPl1pA4UxSqH0M5iN-SpPYUe1NqV_vwYyfhDiZiDOoNXpAXff03jpBLeb1-OkfrhR3Z-G4rRGXZ9v4mEe4NG6Nuo_yQTIrfik6_S816Pxn15W-sA=w800-h600-k-no","ayam geprek Mamajang Makassar","2026-05-05"
